Manchester Piccadilly,Liverpool Lime Street,01/01/2024,13:15:00,13:45:00,13:45:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,01/01/2024,14:15:00,15:35:00,15:35:00,On Time,;;;;;;;;
London Paddington,Reading,01/01/2024,15:30:00,16:30:00,16:30:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,01/01/2024,16:00:00,16:30:00,16:30:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,01/01/2024,16:00:00,17:20:00,17:20:00,On Time,;;;;;;;;
Liverpool Lime Street,London Euston,01/01/2024,17:00:00,19:15:00,19:15:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,01/01/2024,17:15:00,17:45:00,17:45:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,01/01/2024,17:45:00,18:15:00,18:15:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,02/01/2024,15:00:00,16:20:00,16:20:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,01/01/2024,18:30:00,19:00:00,19:00:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,02/01/2024,15:30:00,16:50:00,16:50:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,01/01/2024,18:45:00,20:05:00,20:05:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,02/01/2024,16:00:00,17:20:00,,Cancelled,Technical Issue;;;;;;;;
London St Pancras,Birmingham New Street,02/01/2024,17:00:00,18:20:00,18:20:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,02/01/2024,17:45:00,19:05:00,19:05:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,02/01/2024,18:00:00,19:20:00,19:20:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,02/01/2024,18:45:00,20:05:00,20:05:00,On Time,;;;;;;;;
London Kings Cross,York,02/01/2024,17:45:00,19:35:00,19:35:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,02/01/2024,19:15:00,19:45:00,19:45:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,02/01/2024,20:15:00,20:45:00,20:45:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,02/01/2024,20:15:00,20:45:00,20:45:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,02/01/2024,00:00:00,00:30:00,00:30:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,02/01/2024,00:30:00,01:50:00,01:50:00,On Time,;;;;;;;;
Oxford,Bristol Temple Meads,02/01/2024,22:30:00,23:45:00,23:45:00,On Time,;;;;;;;;
York,Durham,02/01/2024,01:45:00,02:35:00,02:35:00,On Time,;;;;;;;;
Manchester Piccadilly,London Euston,02/01/2024,01:45:00,03:35:00,03:35:00,On Time,;;;;;;;;
York,Durham,02/01/2024,01:45:00,02:35:00,02:35:00,On Time,;;;;;;;;
London Paddington,Reading,02/01/2024,02:00:00,03:00:00,03:00:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,02/01/2024,02:15:00,03:35:00,,Cancelled,Technical Issue;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,03/01/2024,23:30:00,00:00:00,00:00:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,02/01/2024,02:30:00,03:00:00,03:00:00,On Time,;;;;;;;;
London Kings Cross,York,03/01/2024,23:45:00,01:35:00,01:35:00,On Time,;;;;;;;;
York,Durham,03/01/2024,23:45:00,00:35:00,00:35:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,02/01/2024,02:45:00,03:15:00,03:15:00,On Time,;;;;;;;;
York,Durham,03/01/2024,23:45:00,00:35:00,00:35:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,03/01/2024,00:00:00,00:30:00,00:30:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,03/01/2024,00:15:00,00:45:00,00:45:00,On Time,;;;;;;;;
London Paddington,Reading,02/01/2024,03:15:00,04:15:00,04:15:00,On Time,;;;;;;;;
Manchester Piccadilly,London Euston,02/01/2024,03:30:00,05:20:00,05:31:00,Delayed,Weather Conditions;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,03/01/2024,01:30:00,02:00:00,02:00:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,03/01/2024,01:30:00,02:50:00,02:50:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,02/01/2024,04:30:00,05:50:00,05:50:00,On Time,;;;;;;;;
Manchester Piccadilly,London Paddington,03/01/2024,01:45:00,04:00:00,04:00:00,On Time,;;;;;;;;
London Kings Cross,York,03/01/2024,01:45:00,03:35:00,03:35:00,On Time,;;;;;;;;
Liverpool Lime Street,Leeds,03/01/2024,01:45:00,03:15:00,03:15:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,03/01/2024,02:00:00,02:30:00,02:30:00,On Time,;;;;;;;;
London Paddington,Reading,03/01/2024,02:00:00,03:00:00,03:00:00,On Time,;;;;;;;;
London Paddington,Reading,03/01/2024,02:00:00,03:00:00,03:00:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,02/01/2024,05:00:00,06:20:00,,Cancelled,Staffing;;;;;;;;
London Paddington,Reading,03/01/2024,02:00:00,03:00:00,03:00:00,On Time,;;;;;;;;
London Kings Cross,York,03/01/2024,02:00:00,03:50:00,03:50:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,02/01/2024,05:15:00,06:35:00,06:35:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,02/01/2024,05:45:00,06:15:00,06:15:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,02/01/2024,05:45:00,07:05:00,07:05:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,03/01/2024,03:00:00,03:30:00,03:30:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,02/01/2024,06:00:00,06:30:00,06:30:00,On Time,;;;;;;;;
London Kings Cross,York,02/01/2024,06:15:00,08:05:00,08:35:00,Delayed,Technical Issue;;;;;;;;
London Paddington,Reading,03/01/2024,03:15:00,04:15:00,04:15:00,On Time,;;;;;;;;
London Paddington,Reading,02/01/2024,06:15:00,07:15:00,07:15:00,On Time,;;;;;;;;
London Paddington,Reading,02/01/2024,06:15:00,07:15:00,07:15:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,02/01/2024,06:15:00,06:45:00,06:45:00,On Time,;;;;;;;;
London Kings Cross,York,02/01/2024,06:15:00,08:05:00,08:35:00,Delayed,Technical Issue;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,02/01/2024,06:15:00,06:45:00,06:45:00,On Time,;;;;;;;;
Birmingham New Street,Stafford,02/01/2024,06:30:00,07:00:00,07:00:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,02/01/2024,06:30:00,07:50:00,07:50:00,On Time,;;;;;;;;
Birmingham New Street,London St Pancras,02/01/2024,06:30:00,07:50:00,07:50:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,02/01/2024,06:30:00,07:50:00,07:50:00,On Time,;;;;;;;;
Manchester Piccadilly,London Euston,03/01/2024,03:30:00,05:20:00,05:38:00,Delayed,Weather Conditions;;;;;;;;
Birmingham New Street,London Euston,02/01/2024,06:30:00,07:50:00,07:50:00,On Time,;;;;;;;;
York,Doncaster,02/01/2024,06:30:00,07:00:00,07:00:00,On Time,;;;;;;;;
London Euston,Manchester Piccadilly,02/01/2024,06:30:00,08:20:00,08:20:00,On Time,;;;;;;;;
London St Pancras,Wolverhampton,02/01/2024,06:30:00,08:00:00,08:00:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,02/01/2024,06:45:00,07:15:00,07:15:00,On Time,;;;;;;;;
London Kings Cross,York,03/01/2024,04:00:00,05:50:00,05:50:00,On Time,;;;;;;;;
London Kings Cross,York,03/01/2024,04:00:00,05:50:00,05:50:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,02/01/2024,07:15:00,08:35:00,08:35:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,02/01/2024,07:30:00,08:50:00,08:50:00,On Time,;;;;;;;;
London Kings Cross,York,02/01/2024,07:30:00,09:20:00,09:20:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,02/01/2024,07:30:00,08:00:00,08:00:00,On Time,;;;;;;;;
London Kings Cross,York,02/01/2024,07:30:00,09:20:00,09:20:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,03/01/2024,04:30:00,05:50:00,05:50:00,On Time,;;;;;;;;
Birmingham New Street,London St Pancras,03/01/2024,04:30:00,05:50:00,05:50:00,On Time,;;;;;;;;
Reading,Swindon,02/01/2024,07:30:00,08:15:00,08:15:00,On Time,;;;;;;;;
London Kings Cross,York,02/01/2024,07:45:00,09:35:00,09:35:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,02/01/2024,08:00:00,09:20:00,09:20:00,On Time,;;;;;;;;
Liverpool Lime Street,London Euston,02/01/2024,08:00:00,10:15:00,,Cancelled,Staff Shortage;;;;;;;;
Liverpool Lime Street,London Euston,02/01/2024,08:00:00,10:15:00,,Cancelled,Staff Shortage;;;;;;;;
Liverpool Lime Street,London Euston,03/01/2024,05:00:00,07:15:00,07:15:00,On Time,;;;;;;;;
Liverpool Lime Street,London Euston,02/01/2024,08:00:00,10:15:00,,Cancelled,Staff Shortage;;;;;;;;
London Euston,Manchester Piccadilly,02/01/2024,08:00:00,09:50:00,09:50:00,On Time,;;;;;;;;
Liverpool Lime Street,London Euston,02/01/2024,08:00:00,10:15:00,,Cancelled,Staff Shortage;;;;;;;;
London St Pancras,Birmingham New Street,02/01/2024,08:00:00,09:20:00,,Cancelled,Signal Failure;;;;;;;;
Oxford,Bristol Temple Meads,02/01/2024,08:00:00,09:15:00,09:15:00,On Time,;;;;;;;;
Liverpool Lime Street,London Euston,02/01/2024,08:00:00,10:15:00,,Cancelled,Staff Shortage;;;;;;;;
Liverpool Lime Street,London Euston,03/01/2024,05:00:00,07:15:00,07:15:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,02/01/2024,08:15:00,09:35:00,09:35:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,02/01/2024,08:15:00,09:35:00,09:35:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,02/01/2024,08:30:00,09:00:00,09:00:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,03/01/2024,05:30:00,06:00:00,06:00:00,On Time,;;;;;;;;
London Paddington,Oxford,02/01/2024,07:45:00,09:15:00,09:15:00,On Time,;;;;;;;;
London Paddington,Reading,02/01/2024,08:45:00,09:45:00,09:45:00,On Time,;;;;;;;;
London Paddington,Reading,02/01/2024,07:45:00,08:45:00,08:45:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,03/01/2024,05:45:00,07:05:00,07:05:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,02/01/2024,08:45:00,09:15:00,09:15:00,On Time,;;;;;;;;
London Paddington,Oxford,02/01/2024,07:45:00,09:15:00,09:15:00,On Time,;;;;;;;;
London Kings Cross,York,02/01/2024,07:45:00,09:35:00,09:35:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,03/01/2024,05:45:00,06:15:00,06:15:00,On Time,;;;;;;;;
London Paddington,Reading,02/01/2024,07:45:00,08:45:00,08:45:00,On Time,;;;;;;;;
Manchester Piccadilly,Nottingham,02/01/2024,09:00:00,10:00:00,10:59:00,Delayed,Signal Failure;;;;;;;;
Manchester Piccadilly,Leeds,02/01/2024,09:00:00,09:45:00,12:39:00,Delayed,Signal Failure;;;;;;;;
London Kings Cross,York,02/01/2024,09:00:00,10:50:00,10:50:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,03/01/2024,06:00:00,06:30:00,06:30:00,On Time,;;;;;;;;
London Kings Cross,York,02/01/2024,09:00:00,10:50:00,10:50:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,03/01/2024,06:00:00,06:30:00,06:30:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,02/01/2024,09:00:00,09:30:00,09:30:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,03/01/2024,06:15:00,06:45:00,,Cancelled,Signal Failure;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,02/01/2024,09:15:00,09:45:00,09:45:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,03/01/2024,07:15:00,07:45:00,07:45:00,On Time,;;;;;;;;
York,Doncaster,03/01/2024,06:30:00,07:00:00,07:00:00,On Time,;;;;;;;;
Birmingham New Street,London St Pancras,03/01/2024,06:30:00,07:50:00,07:50:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,03/01/2024,06:30:00,07:50:00,07:50:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,03/01/2024,06:30:00,07:50:00,07:50:00,On Time,;;;;;;;;
London Paddington,Oxford,03/01/2024,07:45:00,09:15:00,09:15:00,On Time,;;;;;;;;
London Kings Cross,York,02/01/2024,09:45:00,11:35:00,,Cancelled,Staff Shortage;;;;;;;;
London Paddington,Reading,03/01/2024,07:45:00,08:45:00,08:45:00,On Time,;;;;;;;;
London Kings Cross,York,03/01/2024,06:45:00,08:35:00,08:35:00,On Time,;;;;;;;;
London Kings Cross,York,03/01/2024,06:45:00,08:35:00,08:35:00,On Time,;;;;;;;;
London Paddington,Oxford,03/01/2024,07:45:00,09:15:00,09:15:00,On Time,;;;;;;;;
London Kings Cross,York,02/01/2024,09:45:00,11:35:00,,Cancelled,Staff Shortage;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,03/01/2024,07:15:00,07:45:00,07:45:00,On Time,;;;;;;;;
York,Peterborough,03/01/2024,07:30:00,08:40:00,08:40:00,On Time,;;;;;;;;
London Kings Cross,York,02/01/2024,10:30:00,12:20:00,12:20:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,03/01/2024,07:30:00,08:00:00,08:00:00,On Time,;;;;;;;;
Reading,Swindon,03/01/2024,07:30:00,08:15:00,08:15:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,03/01/2024,07:30:00,08:00:00,08:00:00,On Time,;;;;;;;;
Reading,Swindon,03/01/2024,07:30:00,08:15:00,08:15:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,02/01/2024,10:45:00,11:15:00,11:15:00,On Time,;;;;;;;;
London Kings Cross,York,03/01/2024,07:45:00,09:35:00,09:35:00,On Time,;;;;;;;;
London Euston,Manchester Piccadilly,03/01/2024,08:00:00,09:50:00,09:50:00,On Time,;;;;;;;;
Liverpool Lime Street,London Euston,03/01/2024,08:00:00,10:15:00,11:09:00,Delayed,Weather;;;;;;;;
Liverpool Lime Street,London Euston,03/01/2024,08:00:00,10:15:00,11:09:00,Delayed,Weather;;;;;;;;
Liverpool Lime Street,London Euston,03/01/2024,08:00:00,10:15:00,11:09:00,Delayed,Weather;;;;;;;;
London Kings Cross,York,02/01/2024,11:00:00,12:50:00,12:50:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,02/01/2024,11:00:00,12:20:00,12:20:00,On Time,;;;;;;;;
London Euston,Manchester Piccadilly,03/01/2024,07:45:00,09:35:00,09:35:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,02/01/2024,11:15:00,11:45:00,11:45:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,03/01/2024,08:15:00,09:35:00,,Cancelled,Signal Failure;;;;;;;;
London Euston,Birmingham New Street,03/01/2024,09:45:00,11:05:00,11:05:00,On Time,;;;;;;;;
London Paddington,Reading,03/01/2024,08:45:00,09:45:00,09:45:00,On Time,;;;;;;;;
Manchester Piccadilly,Leeds,03/01/2024,09:00:00,09:45:00,10:22:00,Delayed,Signal Failure;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,03/01/2024,09:00:00,09:30:00,09:30:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,02/01/2024,12:00:00,13:20:00,13:20:00,On Time,;;;;;;;;
London Paddington,Reading,03/01/2024,09:00:00,10:00:00,10:00:00,On Time,;;;;;;;;
London Kings Cross,Liverpool Lime Street,03/01/2024,09:15:00,11:30:00,11:30:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,02/01/2024,11:15:00,11:45:00,12:17:00,Delayed,Technical Issue;;;;;;;;
London Kings Cross,Liverpool Lime Street,03/01/2024,09:15:00,11:30:00,11:30:00,On Time,;;;;;;;;
London Kings Cross,York,03/01/2024,09:30:00,11:20:00,11:20:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,03/01/2024,09:30:00,10:50:00,10:50:00,On Time,;;;;;;;;
London Paddington,Reading,02/01/2024,12:45:00,13:45:00,13:45:00,On Time,;;;;;;;;
York,Edinburgh,02/01/2024,12:45:00,15:15:00,15:15:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,02/01/2024,12:45:00,14:05:00,14:05:00,On Time,;;;;;;;;
Reading,London Paddington,02/01/2024,13:30:00,13:55:00,,Cancelled,Staffing;;;;;;;;
London Kings Cross,York,03/01/2024,10:30:00,12:20:00,12:20:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,02/01/2024,13:30:00,14:00:00,14:00:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,03/01/2024,11:00:00,11:30:00,14:24:00,Delayed,Staff Shortage;;;;;;;;
London St Pancras,Birmingham New Street,03/01/2024,11:00:00,12:20:00,12:20:00,On Time,;;;;;;;;
London Kings Cross,York,03/01/2024,11:00:00,12:50:00,12:50:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,02/01/2024,14:30:00,15:00:00,15:00:00,On Time,;;;;;;;;
London Kings Cross,York,02/01/2024,14:30:00,16:20:00,16:20:00,On Time,;;;;;;;;
London Kings Cross,York,02/01/2024,14:30:00,16:20:00,16:20:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,03/01/2024,11:45:00,13:05:00,13:05:00,On Time,;;;;;;;;
London Kings Cross,York,03/01/2024,11:45:00,13:35:00,13:35:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,03/01/2024,12:00:00,13:20:00,13:20:00,On Time,;;;;;;;;
London Paddington,Reading,02/01/2024,15:00:00,16:00:00,16:00:00,On Time,;;;;;;;;
London Paddington,Reading,02/01/2024,15:00:00,16:00:00,16:00:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,02/01/2024,15:15:00,16:35:00,16:35:00,On Time,;;;;;;;;
London Paddington,Reading,02/01/2024,15:30:00,16:30:00,16:30:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,03/01/2024,12:45:00,14:05:00,14:05:00,On Time,;;;;;;;;
York,Edinburgh,02/01/2024,15:45:00,18:15:00,18:15:00,On Time,;;;;;;;;
London Paddington,Reading,03/01/2024,12:45:00,13:45:00,,Cancelled,Technical Issue;;;;;;;;
London Euston,Birmingham New Street,03/01/2024,12:45:00,14:05:00,14:05:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,02/01/2024,15:45:00,17:05:00,17:05:00,On Time,;;;;;;;;
York,Peterborough,02/01/2024,16:00:00,17:10:00,17:10:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,02/01/2024,16:00:00,17:20:00,,Cancelled,Technical Issue;;;;;;;;
London Euston,Birmingham New Street,02/01/2024,16:00:00,17:20:00,,Cancelled,Technical Issue;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,02/01/2024,16:00:00,16:30:00,16:30:00,On Time,;;;;;;;;
London St Pancras,Birmingham New Street,02/01/2024,16:00:00,17:20:00,17:20:00,On Time,;;;;;;;;
London Euston,Birmingham New Street,02/01/2024,16:00:00,17:20:00,,Cancelled,Technical Issue;;;;;;;;
London Euston,Birmingham New Street,02/01/2024,16:00:00,17:20:00,,Cancelled,Technical Issue;;;;;;;;
London St Pancras,Birmingham New Street,02/01/2024,16:00:00,17:20:00,17:20:00,On Time,;;;;;;;;
London Kings Cross,York,02/01/2024,16:15:00,18:05:00,18:05:00,On Time,;;;;;;;;
Manchester Piccadilly,Liverpool Lime Street,02/01/2024,16:15:00,16:45:00,16:45:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,03/01/2024,13:15:00,13:45:00,13:45:00,On Time,;;;;;;;;
Liverpool Lime Street,Manchester Piccadilly,03/01/2024,13:15:00,13:45:00,13:45:00,On Time,;;;;;;;;
London Kings Cross,York,02/01/2024,17:45:00,19:35:00,19:35:00,On Time,;;;;;;;;
Manchester Piccadilly,London Paddington,03/01/2024,13:45:00,16:00:00,16:00:00,On Time,;;;;;;;;
